file,nVertices,nFaces,position,aabbSize,angleX,angleY,angleZ,totalAngle,totalFlip
1_processed.off,2500,4996,2.0446589132916415e-07,1.05636465549469,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
2_processed.off,2500,4996,1.7893286852199708e-08,1.1329543590545654,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
3_processed.off,2500,4996,2.448414022637735e-07,1.1239137649536133,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
4_processed.off,2500,4996,1.9244536986207095e-07,1.1396894454956055,0.0,1.3355325734210055e-07,1.3071652915641607e-07,2.642697722876619e-07,3
5_processed.off,2500,5000,2.409558135241241e-07,1.1733965873718262,0.0,3.141592264175415,3.141592502593994,6.283185005187988,3
6_processed.off,2500,4996,1.2403344840095087e-07,0.9826807975769043,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
7_processed.off,2500,4996,6.433548804807288e-08,1.0076862573623657,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
8_processed.off,2500,4996,4.065966052735348e-08,1.0607025623321533,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
9_processed.off,2500,4996,1.1382616094124387e-07,1.0531398057937622,0.0,4.597337692757719e-07,4.5973277451594186e-07,9.194665153700043e-07,3
10_processed.off,2500,4996,1.8418612057757855e-07,1.131767988204956,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
11_processed.off,2500,4996,1.518275496437127e-07,1.384448766708374,3.141592502593994,3.141592502593994,1.218078864440031e-07,6.283185005187988,3
12_processed.off,2500,4996,8.189707045858086e-08,1.372511863708496,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
13_processed.off,2500,4996,4.292798294613931e-08,1.1112316846847534,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
14_processed.off,2500,4996,1.527851480886966e-07,1.368036150932312,0.0,7.953244676173199e-07,7.952749569994921e-07,1.5905993677733932e-06,3
15_processed.off,2500,4996,2.7072769626101945e-07,1.0898692607879639,3.141592502593994,4.4396912812771916e-07,3.141592264175415,6.283185005187988,3
16_processed.off,2500,5004,5.5922853903211944e-08,1.0593920946121216,3.141592264175415,8.20305103843566e-07,3.141591787338257,6.283185005187988,3
17_processed.off,2500,4996,2.6883006043476598e-08,1.1226418018341064,3.141592502593994,8.479068469569029e-08,3.141592502593994,6.283185005187988,3
18_processed.off,2500,4996,2.0332130645783764e-07,1.0857219696044922,3.141592502593994,3.141592502593994,1.9794201477907336e-07,6.283185005187988,3
19_processed.off,2500,4996,2.058607577737348e-07,1.1374379396438599,0.0,2.1352423118514707e-07,1.9653276694953092e-07,4.10056998134678e-07,3
20_processed.off,2500,4996,3.5203458992327796e-07,1.1336748600006104,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
21_processed.off,2500,5000,7.777214250381803e-08,1.1749420166015625,0.0,3.1415915489196777,3.1415915489196777,6.2831830978393555,3
22_processed.off,2500,5000,3.027604122962657e-07,1.2951947450637817,0.0,3.141592264175415,3.141592264175415,6.28318452835083,3
23_processed.off,2500,5000,1.603916501835556e-07,1.2274690866470337,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
24_processed.off,2500,5000,1.1753629536315202e-07,1.3146437406539917,0.0,3.141592264175415,3.141592264175415,6.28318452835083,3
25_processed.off,2500,4996,3.4057103448503767e-07,1.3462697267532349,0.0,5.739436801377451e-06,5.739401331084082e-06,1.1478838132461533e-05,3
26_processed.off,2500,5000,5.5290680478492504e-08,1.3503687381744385,3.141591787338257,7.598618481097219e-07,3.141592502593994,6.283185005187988,3
27_processed.off,2500,5000,1.7971551358186844e-07,1.3505278825759888,0.0,3.141592264175415,3.141592502593994,6.283185005187988,3
28_processed.off,2500,5000,5.465060226583773e-08,1.1775155067443848,0.0,3.141592264175415,3.141592264175415,6.28318452835083,3
29_processed.off,2500,5000,2.1366564340041805e-07,1.2835562229156494,3.141587018966675,3.141587018966675,9.643536458270319e-08,6.28317403793335,3
30_processed.off,2500,4996,1.5448699741682503e-07,1.1784396171569824,0.0,3.141589879989624,3.141589879989624,6.283179759979248,3
31_processed.off,2500,5000,1.4577210549759911e-07,1.4602822065353394,3.1415274143218994,3.1415274143218994,5.533719615868904e-08,6.283054828643799,3
32_processed.off,2500,5000,6.959152187846485e-08,1.3263872861862183,3.1415913105010986,1.3751773622061592e-06,3.141592502593994,6.283185005187988,3
33_processed.off,2500,5000,3.885536514758314e-08,1.2915709018707275,0.0,3.141592502593994,3.141592502593994,6.283185005187988,3
34_processed.off,2500,5000,1.3726636893807154e-07,1.4595184326171875,0.0,6.134843744121099e-08,3.653200408848534e-08,9.788044508241e-08,3
35_processed.off,2500,4996,2.3908737034616934e-07,1.2317540645599365,0.0,2.906540714775474e-07,2.905726432800293e-07,5.812266863358673e-07,3
36_processed.off,2500,5000,1.9015145369394304e-07,1.3701893091201782,0.0,7.709061122795902e-08,7.620424469223508e-08,1.5329484881476674e-07,3
37_processed.off,2500,5000,2.948376618405746e-07,1.476608157157898,3.141550302505493,3.141550302505493,2.957933133984625e-07,6.2831010818481445,3
38_processed.off,2500,5000,2.493712543127913e-07,1.3388797044754028,0.0,3.141592264175415,3.141592502593994,6.283185005187988,3
39_processed.off,2500,5000,3.478913015442231e-07,1.281968116760254,3.141592025756836,3.141592025756836,1.5577640510855417e-08,6.283184051513672,3
40_processed.off,2500,4996,4.342062140949565e-07,1.2291358709335327,0.0,3.1415884494781494,3.1415884494781494,6.283176898956299,3
41_processed.off,2500,4996,3.228974065905277e-08,0.8582507371902466,3.1415796279907227,3.1415796279907227,1.3405900745055987e-07,6.283159255981445,3
